400,65.,29.167931507098984,108.09513131135503
415,65.,29.256678012285573,108.23180349055384
430,65.,29.242122897608535,108.15466342756305
445,65.,29.4313715422945,107.25213746467185
460,65.,29.48407773239359,105.96564163283072
475,65.,29.7377953779545,104.12889031339449
490,65.,31.028188135133046,101.60535170803647
505,65.,33.70607995303573,100.72892921789919
520,65.,36.81446760563793,102.32184491413271
535,65.,38.615091159075234,105.42840171317212
550,65.,39.755490878958604,108.82197495493183
565,65.,40.70242038920151,111.65426758715313
580,65.,41.434565607261874,114.29151140806049
595,65.,42.01490369232375,116.84940679204347
610,65.,42.47216759896437,119.24216942010193
625,65.,42.84942560020933,121.36617391161634
640,65.,43.165318046805275,123.23141839990024
655,65.,43.41230118258121,124.92869607489207
670,65.,43.57939389493945,126.5172634199181
685,65.,43.68780562515165,128.00571539066837
700,65.,43.761341687390285,129.39594334598908
715,65.,43.82150823693618,130.70111167409024
730,65.,43.871486731611455,131.93086474721247
745,65.,43.91116868923941,133.09335121010326
760,65.,43.944491783521734,134.19818273412798
775,65.,43.975462239622445,135.25572372612
790,65.,44.00357217701584,136.26424515077642
